label,youtube_id,time_start,time_end,split
closing door,X8_-AWqYw3E,0,10,train
brushing floor,X8koP7ZEKC8,17,27,train
cutting cake,X8z4HKK9dFo,67,77,train
surveying,X9FvYRvPPFY,502,512,train
ski ballet,X9gLK9Uz4bQ,0,10,train
steer roping,X9mfUPtB7eE,0,10,train
filling eyebrows,X9pHInyxJ_o,448,458,train
putting wallpaper on wall,X9pQhj69anI,59,69,train
shooting off fireworks,XAD6YkkoFQ8,0,10,train
grooming cat,XAeKaykUS1g,33,43,train
treating wood,XAj3GnJ3Ca4,8,18,train
jumping sofa,XB8CEikmBsw,0,10,train
square dancing,XBEdYqNbHT0,0,10,train
playing blackjack,XC4B_zn4mEA,539,549,train
opening coconuts,XC5gjS98Uxw,34,44,train
spinning plates,XCIBN8b_P2I,149,159,train
uncorking champagne,XCdi3uVZTZg,0,10,train
ski ballet,XCxIvtJ_vLY,0,10,train
playing rounders,XD1MEfFcPp8,29,39,train
vacuuming car,XDOyHN5HoVo,157,167,train
playing piccolo,XDVtd5IQ4HU,384,394,train
blending fruit,XDWr_bIWLnE,11,21,train
coloring in,XDaN619kVe4,29,39,train
jumping sofa,XDb_VvZo3g8,15,25,train
using atm,XDiq1qA2Z2s,0,10,train
playing blackjack,XDzARb2tp2M,153,163,train
playing with trains,XEmaA6V097o,0,10,train
dealing cards,XEu9K_dghV4,24,34,train
cutting cake,XF5uQo1qwRs,63,73,train
doing sudoku,XFW9cQkuqVs,559,569,train
gospel singing in church,XGQ08k_r_nw,203,213,train
scrapbooking,XGlL_61FfZ4,40,50,train
steering car,XH3ypA_xdgo,0,10,train
scrubbing face,XHRsO_jhGLU,5,15,train
playing rounders,XI3mo5pnpWM,51,61,train
opening coconuts,XIj-fiXMo18,93,103,train
tiptoeing,XJ1ZTL8dLyk,30,40,train
baby waking up,XJaX9L31hXk,0,10,train
swimming with sharks,XJptM8esuwM,568,578,train
opening coconuts,XKOQCa6hlCk,0,10,train
ski ballet,XKmcTWNspK8,0,10,train
delivering mail,XKqzcA1ZYvg,9,19,train
steering car,XLUhmTx60ao,0,10,train
baby waking up,XLoVkejPViE,33,43,train
steer roping,XLxCNkyruVs,0,10,train
seasoning food,XM0XXieggWw,368,378,train
entering church,XMM91Hc7Pt4,307,317,train
steer roping,XMRujqZoX_k,12,22,train
steer roping,XMcZeoCAVPc,26,36,train
uncorking champagne,XNevKVgF9Tg,0,10,train
stacking dice,XOVkLcUWAes,33,43,train
ice swimming,XOZVBwAPD58,238,248,train
petting horse,XOgQjMcxivA,17,27,train
curling eyelashes,XPD7zTu05Cg,278,288,train
brushing floor,XQ4KweSlkq0,10,20,train
scrapbooking,XQ4_40_2JGE,39,49,train
steer roping,XQSisDHd9iU,35,45,train
scrapbooking,XQZmJng8qYQ,47,57,train
poking bellybutton,XQn9whz4ZwM,0,10,train
photobombing,XQsyAWwljA0,25,35,train
assembling bicycle,XQys7VhIqzI,201,211,train
vacuuming car,XRJ4KlR8nqU,59,69,train
lighting candle,XRffpBqniuk,2,12,train
poaching eggs,XRfjRos6m84,145,155,train
looking in mirror,XRlIS8Y9hUQ,0,10,train
steer roping,XRmk3PBeCFg,0,10,train
waxing armpits,XRur6hVeK9Q,0,10,train
steering car,XSSWiyiBXCo,0,10,train
putting wallpaper on wall,XSqWl1Y4K-w,41,51,train
playing with trains,XTBa5_dwJD4,0,10,train
waxing armpits,XTn7ohqaYFw,0,10,train
punching person (boxing),XTsMBmP89Ek,19,29,train
closing door,XUldvMrhBo4,10,20,train
decoupage,XVRLDmy1mFA,388,398,train
playing rounders,XVRk9xjwB6E,8,18,train
home roasting coffee,XVWJPY3K3z4,163,173,train
pouring milk,XW-OwlndNLo,0,10,train
steering car,XWEKC_RfVvs,0,10,train
uncorking champagne,XWFzMbZA5ko,23,33,train
treating wood,XWN3seREcSM,44,54,train
vacuuming car,XWblhE_yDQo,18,28,train
stacking dice,XWbmLOrPh5M,0,10,train
playing mahjong,XWhgpFzKERg,0,10,train
closing door,XWjlyRU3oo0,15,25,train
scrubbing face,XWtN8uhvBeM,463,473,train
playing piccolo,XX5HtiwMkbM,57,67,train
assembling bicycle,XXQ7y43Im3k,145,155,train
stacking dice,XY0YPR_0kwA,75,85,train
pulling rope (game),XY9NVU7crQ0,24,34,train
carving wood with a knife,XYSp2-rswSY,0,10,train
swimming with sharks,XYZOYMp63Mc,0,10,train
assembling bicycle,XYrMI7hUDBg,13,23,train
stacking dice,XZhHn9YK42M,40,50,train
making slime,XZkM-1BRo6U,136,146,train
poking bellybutton,X_NiTdRnOi0,35,45,train
spinning plates,X_UQsiHu80Y,0,10,train
brushing floor,XaVT5Iu9Tzs,0,10,train
filling cake,Xa_6s1EuO6Q,233,243,train
pouring milk,XbxxYEsgZoE,188,198,train
jumping sofa,Xc2UEbX7X3s,0,10,train
surveying,Xc4l5Bcm4Bk,368,378,train
treating wood,XczremiRKrw,262,272,train
jumping sofa,XdPVZnexDmQ,119,129,train
pulling rope (game),XdWVl1_S-B0,21,31,train
tasting wine,XdWfFcSNzH0,0,10,train
playing piccolo,XdYFgJEK3Go,46,56,train
looking in mirror,XdeliPL9tXM,0,10,train
chiseling wood,XdnW905NA0E,75,85,train
twiddling fingers,Xdp6dnRxIas,38,48,train
gospel singing in church,Xe4dxTTQu_I,127,137,train
playing shuffleboard,XeMB0YlvWmw,5,15,train
carving marble,XegD_sjPfrc,207,217,train
poaching eggs,XfakBf1vkbg,47,57,train
scrubbing face,Xfsa7BBDAZg,37,47,train
steering car,XfwMp9WvE7A,0,10,train
home roasting coffee,Xfxdu2WwyBo,0,10,train
poaching eggs,Xg2MtY22CvY,48,58,train
pulling rope (game),XgYq9iBnFb4,0,10,train
decoupage,XgjFLYlRBJc,194,204,train
waxing armpits,Xh_Abrf-cC0,56,66,train
passing American football (in game),Xi5aj0MWSzQ,0,10,train
sausage making,XiCloMhhN8Q,166,176,train
playing rounders,Xian8adj178,24,34,train
playing shuffleboard,XjEACKUfXAc,0,10,train
filling cake,XjEnzTmdDwo,0,10,train
steer roping,XjGbfN8Za8U,6,16,train
assembling bicycle,XjPrZtYoNy8,69,79,train
steering car,XjapP32kQTg,0,10,train
steer roping,Xjn8EKxL0zM,23,33,train
dyeing eyebrows,XkAPAk4MVdc,22,32,train
seasoning food,Xlcn-RQFm1Y,22,32,train
blending fruit,XlgkJ7RWF34,174,184,train
stacking dice,XlqNk09wgSw,26,36,train
opening coconuts,Xn1Ov8gBdIk,83,93,train
brushing floor,XnDTIX6_Mwg,669,679,train
dealing cards,XoAtcWtvsyw,66,76,train
scrapbooking,XoD2qygBOaY,226,236,train
base jumping,XoTqkkFeOro,0,10,train
home roasting coffee,XoWLl2a80lg,21,31,train
playing shuffleboard,XoXi7olrVZA,0,10,train
picking blueberries,XonEkxAUPYI,163,173,train
decoupage,XovOZb3mejQ,62,72,train
testifying,Xp3-B5Oqje4,45,55,train
playing road hockey,XpRsaUSr3n8,244,254,train
doing sudoku,XpYUZTuisug,1751,1761,train
baby waking up,XpaD_9mtS5A,54,64,train
curling eyelashes,Xq7m4P11ajA,0,10,train
adjusting glasses,XqTUD5qUaWQ,0,10,train
card stacking,Xq_i8DSgjY0,3,13,train
uncorking champagne,Xr0YEQE5Gb4,10,20,train
eating nachos,XrT3egDJN4I,0,10,train
swimming with sharks,XrqvRb0QZxU,216,226,train
playing road hockey,XsHL5Un-e7U,0,10,train
vacuuming car,XsyA9bSRPT4,0,10,train
pouring wine,XtKWSyzIK4I,4,14,train
cutting cake,XtwGS3Oyuoc,0,10,train
grooming cat,XuImqoT0z5E,0,10,train
entering church,XuipLYbPRa4,0,10,train
playing road hockey,XvKF-t7-qcU,202,212,train
vacuuming car,XvMOVVf6L60,28,38,train
square dancing,XvSaMQClHTM,118,128,train
listening with headphones,XvXv8vjWLjA,50,60,train
saluting,XvyE1kxvYEI,36,46,train
luge,XwRAcnksIik,0,10,train
doing laundry,XwZA2o9dOXI,8,18,train
stacking dice,Xwv583IhpxA,0,10,train
shopping,Xx3znwFEZJo,947,957,train
putting wallpaper on wall,XxPMcwNgAxc,233,243,train
doing laundry,XxVQIui7k-A,260,270,train
poaching eggs,XxdjdNvjmrU,0,10,train
coloring in,Xyqq8xpjPw0,0,10,train
listening with headphones,Xz12r8ZBYtA,61,71,train
sieving,XzF8SgMNnJs,175,185,train
shopping,XzRzBa0PRyo,28,38,train
testifying,XzV3P8D8c-Q,0,10,train
decoupage,XzhEE6RivAE,186,196,train
base jumping,Y-CY1AOxpo4,33,43,train
passing American football (in game),Y-RX9-8igJs,0,10,train
treating wood,Y-nmRAxoOlY,13,23,train
mixing colours,Y-o-3qRPNHw,0,10,train
pulling espresso shot,Y-qGrSa6718,0,10,train
brushing floor,Y08e068JvJc,0,10,train
stacking dice,Y0lbNp2prGM,0,10,train
punching person (boxing),Y0m8nfHSQu0,25,35,train
playing piccolo,Y2Rj56-DLzU,145,155,train
blending fruit,Y2dTnlemk0U,37,47,train
stacking dice,Y30Y-gsf_s0,21,31,train
eating nachos,Y3OregxD6Gk,0,10,train
mixing colours,Y3Zs00Q2fIk,24,34,train
spinning plates,Y3k0dab-rXw,0,10,train
putting wallpaper on wall,Y3stIzpk6bA,0,10,train
shoot dance,Y3zh_hnMWoY,9,19,train
jumping sofa,Y44IqYIhabY,0,10,train
mixing colours,Y4KjFYg8dws,56,66,train
pouring wine,Y4Wwga2uX1Y,9,19,train
putting on sari,Y5JoSrpjuTs,64,74,train
baby waking up,Y5MowVViGYE,32,42,train
gospel singing in church,Y5ZYIyaZVxw,359,369,train
filling cake,Y6aN4c5iJf4,26,36,train
carving marble,Y6xtB1Q_I0k,166,176,train
scrapbooking,Y7MhooDBL6Q,540,550,train
decoupage,Y7_HN2Q9q6A,121,131,train
opening coconuts,Y7dmHPnGYTg,101,111,train
answering questions,Y8CjnGgybJU,75,85,train
treating wood,Y8XXDRb2-po,181,191,train
picking blueberries,Y8ZNi2C-Jd4,59,69,train
playing blackjack,Y8hCBNodCys,26,36,train
seasoning food,Y8wvzVZ1gKg,0,10,train
making slime,YAj5fdqWKKo,117,127,train
gospel singing in church,YAkCND4u0n4,0,10,train
herding cattle,YBa6LvH6vTk,15,25,train
filling eyebrows,YBkm0pRj4SA,8,18,train
letting go of balloon,YCx16BZl0Fs,16,26,train
testifying,YDMBSXvRTAA,41,51,train
sucking lolly,YDRN_wSbN-4,355,365,train
twiddling fingers,YDgPKS-a-hs,50,60,train
twiddling fingers,YEIpgLOOoP4,34,44,train
treating wood,YEfnz2wBciU,0,10,train
pouring milk,YEhPdRT-2r0,68,78,train
squeezing orange,YEriGUq9cNU,52,62,train
surveying,YExfKaoaLbY,10,20,train
shooting off fireworks,YF-Q4eAqSzY,0,10,train
putting wallpaper on wall,YFNBF5pbJts,160,170,train
brushing floor,YFVwNzro8PY,0,10,train
brushing floor,YFqZeRCpRyw,53,63,train
sucking lolly,YFv5GwUjNFg,238,248,train
waxing armpits,YG-RUCGeZ7E,105,115,train
decoupage,YG50lqwHZXY,337,347,train
pulling rope (game),YGus46dPsrI,0,10,train
playing mahjong,YHnmgFGKwcI,643,653,train
eating nachos,YHx-hFJnjSw,13,23,train
cutting cake,YI-L5eMFmhs,0,10,train
closing door,YIM92bTNp6s,0,10,train
decoupage,YIMkxCUkykg,309,319,train
testifying,YIf5NCNsQHA,151,161,train
playing nose flute,YJC9Ln-40LE,118,128,train
opening coconuts,YJLLblKVqWQ,87,97,train
putting on sari,YJb23YVI9b8,13,23,train
surveying,YJmu9eKREEA,23,33,train
gospel singing in church,YJouS2V60FM,0,10,train
luge,YK2iCWac7Uk,0,10,train
baby waking up,YK9-8FqowII,0,10,train
playing nose flute,YL-k-adYCnI,8,18,train
saluting,YLDQuy8nEPI,0,10,train
scrubbing face,YLKPqtv4w_U,0,10,train
closing door,YLMvK03UecU,13,23,train
filling cake,YLSxH6Bxhrc,0,10,train
grooming cat,YLmVb2id6vo,0,10,train
washing hair,YMB6wAHKnuA,67,77,train
entering church,YNNVy-K81b8,73,83,train
filling cake,YNzmwKWhTK8,0,10,train
playing nose flute,YO5jUwurFFo,0,10,train
steering car,YOtkQ9F8fOA,0,10,train
shoot dance,YPIhv7Rf55s,0,10,train
peeling banana,YPWZE3n1vYE,19,29,train
putting wallpaper on wall,YPj0gvNScJ8,51,61,train
gospel singing in church,YPjSi1XC5HQ,386,396,train
shoot dance,YPpcwfA6MV4,6,16,train
pulling espresso shot,YQGfKfHqTFQ,38,48,train
twiddling fingers,YQaaTpu51KM,89,99,train
playing with trains,YR0CklV1JEw,63,73,train
petting horse,YR69vvbI7NY,50,60,train
shredding paper,YRN-A8U1a10,0,10,train
baby waking up,YRfidYj8gg4,13,23,train
assembling bicycle,YRmAWs9Ujqk,95,105,train
eating nachos,YSSg63cZBfw,830,840,train
home roasting coffee,YSvM1kHVSe0,0,10,train
uncorking champagne,YT3--O-Bgc0,32,42,train
dealing cards,YTiCs1rver8,123,133,train
opening coconuts,YU3yB7Pcfk4,94,104,train
mixing colours,YU9ylPTZ7jg,0,10,train
saluting,YUHZ3_FDLDM,224,234,train
listening with headphones,YUfHcTLTIPA,158,168,train
sausage making,YV-E6-f3cSI,0,10,train
spinning plates,YV3RHLqr9cA,13,23,train
shredding paper,YVA1s9H1c2M,0,10,train
entering church,YVxjwncfqV8,0,10,train
bending back,YX4eH1ShUVA,196,206,train
dyeing eyebrows,YXIzyERjmgA,137,147,train
curling eyelashes,YXPtlPEv12w,36,46,train
playing road hockey,YXvXsTo6Xmw,7,17,train
carving marble,YXwvC58xRdg,303,313,train
chiseling stone,YXwvC58xRdg,33,43,train
opening coconuts,YYPEUh5qYPU,39,49,train
playing piccolo,YZ50iEo8x0c,0,10,train
jumping sofa,YZQYl1ae_HI,52,62,train
shredding paper,YZwfHfWi6Sc,100,110,train
cutting orange,Y_8P07HPe4Y,32,42,train
gospel singing in church,Y_Oo-UaaKcY,0,10,train
playing blackjack,Y_QrWqt65Fc,78,88,train
ski ballet,Y_SsSfa0KZo,88,98,train
spinning plates,YaLlw8Jv7Aw,20,30,train
playing blackjack,Yb5wKwMFnoE,15,25,train
vacuuming car,Yb9sHTVBxmQ,0,10,train
jumping sofa,YbFU5jqGqAs,9,19,train
seasoning food,YbIbpjyWkfE,313,323,train
entering church,YbUTvt8oXkY,0,10,train
laying stone,Ybx7goAbanI,22,32,train
steer roping,Yc6BZBTeC1c,0,10,train
assembling bicycle,YcRhnwfXQGc,45,55,train
opening coconuts,YcdR7X4LZfM,14,24,train
home roasting coffee,Yd-XDebTImU,865,875,train
steer roping,YdQuxHymAZI,0,10,train
ski ballet,YdXttv06T8g,0,10,train
square dancing,YdrEAwi3Z-g,102,112,train
pulling rope (game),YdxffXNrJEs,0,10,train
curling eyelashes,YeBvlIZUkV8,0,10,train
dealing cards,YeDOqY_MC4U,382,392,train
pulling rope (game),YemYddbzCm4,56,66,train
swimming with sharks,YfDp3RoxTWY,16,26,train
stacking dice,YfPDpzg7Mys,0,10,train
twiddling fingers,Yfecmb8WFzY,74,84,train
coloring in,YfpMhxhD3D4,8,18,train
putting wallpaper on wall,YgOe8NjyZmM,0,10,train
pulling rope (game),YgPOchtbguI,13,23,train
playing rounders,YgQaJDzUx5A,0,10,train
listening with headphones,Yh0LntkaBgI,167,177,train
making slime,YhQBypBFs9c,180,190,train
mixing colours,YhQIIgNjg5E,91,101,train
blending fruit,YhXAHyAFBnU,33,43,train
saluting,Yhfaz0pVPOM,6,16,train
pouring milk,YhlCSbb6I5c,10,20,train
jumping sofa,Yi_fcDWX8F0,0,10,train
steer roping,YicqOI-heto,0,10,train
mixing colours,Yj6aDqlUo2g,66,76,train
putting on sari,YjUcA9zOp5g,141,151,train
taking photo,YjkghbPnT0c,0,10,train
milking goat,YjtPpOXz4Hc,7,17,train
playing piccolo,Yjx220Mpn0k,0,10,train
uncorking champagne,Yk3p7BqYkHI,1,11,train
home roasting coffee,YkA0Qw84kDE,92,102,train
playing with trains,YkAyIbBzEKg,0,10,train
saluting,YkanTDVavuk,22,32,train
using atm,YlFdLImfD1s,0,10,train
brushing floor,YlOnNXkJqVA,24,34,train
answering questions,YlPg8Qn8q3k,350,360,train
jumping sofa,YlmA6opm_rk,187,197,train
squeezing orange,YmGBO2FyLLc,6,16,train
pulling rope (game),YmbqUmiTfUY,0,10,train
filling cake,YpL46xqBV-8,0,10,train
pulling rope (game),YpM0wX-aR6Y,8,18,train
listening with headphones,YpUQXiwSqPk,60,70,train
seasoning food,YqJH2KMWQjE,120,130,train
calculating,YqRVVKHfAeI,913,923,train
poaching eggs,YqwUaYP0yHM,175,185,train
bending back,YrSf5ykW1Zc,2,12,train
filling cake,YrdxbCRXIdk,295,305,train
jumping sofa,YsJGT_ETUCY,0,10,train
pouring wine,YsesWLrdLk4,105,115,train
seasoning food,Yt-tx4NXyLA,16,26,train
waxing armpits,Yt5y4pXyopw,390,400,train
playing shuffleboard,YtGZe6o1CHA,12,22,train
using atm,YtbMzMBYrQ8,126,136,train
stacking dice,YtsUlHs0TEs,203,213,train
using atm,YuFXCrJnOs4,53,63,train
swimming with sharks,Yug5xEHYQMY,14,24,train
curling eyelashes,YuoZL5HHt1w,0,10,train
card stacking,Yv0Div1ZAXc,96,106,train
shooting off fireworks,Yv9lfxOYeVE,42,52,train
letting go of balloon,YvNNlu8wQno,7,17,train
scrapbooking,Yw189IeAd7E,36,46,train
carving marble,YweVnEnNYpQ,150,160,train
pulling rope (game),Ywlr8KM-0XI,34,44,train
entering church,YxGt6hDGiuc,189,199,train
bending back,Yxr5Va3O-YA,145,155,train
putting on sari,YygzOuubc2E,0,10,train
lighting candle,Yyu-gYmyOoU,6,16,train
listening with headphones,YyxCna6aKJI,0,10,train
dealing cards,Yz5_zmx3sUg,84,94,train
steer roping,YzIsCXKczOs,0,10,train
jumping sofa,YzLxTi1DhvA,37,47,train
playing piccolo,YzSafu5IM0M,0,10,train
entering church,YzYvp2x7vkc,0,10,train
twiddling fingers,Z-7aIO6aJWg,9,19,train
blending fruit,Z-T8bzk4OUo,30,40,train
capsizing,Z-UNshtWrsE,0,10,train
saluting,Z1FCgG_OcqE,35,45,train
brushing floor,Z1YplGLP6Ss,60,70,train
base jumping,Z1mjSF6RRFw,0,10,train
pouring milk,Z1wahYumPko,52,62,train
playing blackjack,Z2bZqrqmD_Q,1476,1486,train
baby waking up,Z3P7HwvyzDw,71,81,train
delivering mail,Z3dh0o9_UsI,0,10,train
playing shuffleboard,Z3zFNDjx3I8,86,96,train
calculating,Z4MrJN8tsEA,235,245,train
twiddling fingers,Z5LdApZfJko,27,37,train
looking in mirror,Z5_gup1QTnk,0,10,train
playing rounders,Z5aCNBEWMQ4,0,10,train
blending fruit,Z62CqN4BpO0,17,27,train
stacking dice,Z67TRqKel4Q,0,10,train
carving marble,Z6HajXoZIeU,0,10,train
scrubbing face,Z6dSNV0gxrU,44,54,train
pouring wine,Z7HyozTNiUY,6,16,train
mixing colours,Z7NxEr1eFsE,710,720,train
chiseling stone,Z7bp3cvve4s,118,128,train
carving marble,Z7bp3cvve4s,119,129,train
polishing furniture,Z7kConL0cDM,27,37,train
picking blueberries,Z7yTAsyp2fk,180,190,train
brushing floor,Z81SeXdwmsk,51,61,train
coloring in,Z8HhcVm6NnE,0,10,train
seasoning food,Z8MFhFpzY8Q,0,10,train
carving marble,Z8PYwF0Fd8o,0,10,train
eating nachos,Z8_wFmJA6lQ,84,94,train
steering car,Z8oKN2duiRM,0,10,train
steering car,Z8uPl_svUOA,0,10,train
brushing floor,Z9JedBfdYq8,0,10,train
stacking dice,Z9P0JmvsmOU,9,19,train
curling eyelashes,ZA9_H5fx3zg,26,36,train
steer roping,ZAFRFHwCYU0,8,18,train
mixing colours,ZB-OMyQVmjo,227,237,train
bending back,ZBoss7HFd0U,33,43,train
shoot dance,ZC3F4u7pdgQ,116,126,train
pulling rope (game),ZC6kufXEGuQ,9,19,train
playing nose flute,ZCPKcGfm1rI,17,27,train
eating nachos,ZCYFuz5jOQk,0,10,train
scrapbooking,ZCdQ3aW8OCo,0,10,train
closing door,ZCkFLPNDO9U,11,21,train
playing piccolo,ZCmnOy68CiQ,26,36,train
stacking dice,ZCq6mPDdTHE,176,186,train
pulling espresso shot,ZD-TnVupo_M,21,31,train
pouring milk,ZD3LBdKHgy8,83,93,train
eating nachos,ZDGf3DZsfxY,323,333,train
cutting cake,ZDR11EqIO34,0,10,train
twiddling fingers,ZDby074qmWc,559,569,train
entering church,ZENN8JZoEAM,0,10,train
jumping sofa,ZENoVXLBwPw,0,10,train
taking photo,ZERef6HZKs0,231,241,train
surveying,ZEr5Az5hVQk,10,20,train
shooting off fireworks,ZFAPg9pknHs,0,10,train
playing road hockey,ZGFhQ9xLzTE,0,10,train
twiddling fingers,ZGIgMLILCM8,15,25,train
scrapbooking,ZGaZmdMncW8,112,122,train
playing shuffleboard,ZHWn4vt3Vk4,0,10,train
chasing,ZIjVQv8HpbY,67,77,train
playing shuffleboard,ZJ1ew0Ba_fg,5,15,train
tossing salad,ZJYBWbWLmic,63,73,train
sucking lolly,ZKMb9Axl2tY,589,599,train
card stacking,ZKVgRfqZpos,766,776,train
steering car,ZKZ25lIIcGo,0,10,train
brushing floor,ZLbn4-XAe08,26,36,train
entering church,ZLg91_opBwE,0,10,train
scrapbooking,ZMc1b1eeN-0,282,292,train
spinning plates,ZMdl82o87Lo,0,10,train
shredding paper,ZMjtFCzTvNo,148,158,train
blending fruit,ZMmsQNcDO0s,52,62,train
treating wood,ZMtjdQXjMlI,54,64,train
dealing cards,ZNYdPAwLQu0,10,20,train
filling eyebrows,ZNus49egWjU,38,48,train
playing piccolo,ZOwFwEPjARg,54,64,train
swimming with sharks,ZP0swWgJz68,0,10,train
mixing colours,ZP1LIFDzXgg,124,134,train
poaching eggs,ZPHi_5ELss0,20,30,train
base jumping,ZPUq8YQEvj0,223,233,train
cutting orange,ZPd5blYckCs,39,49,train
filling cake,ZPj6V11NGY8,64,74,train
jumping sofa,ZQ-aY4gv0dk,0,10,train
pouring wine,ZQ1K_ICg1Z0,11,21,train
steer roping,ZQ6mlh8n50Q,0,10,train
spinning plates,ZQ_hyd_JmFk,0,10,train
blending fruit,ZQoQTBoPVYY,14,24,train
swimming with sharks,ZQoVCQFayu4,487,497,train
stacking dice,ZR2fmF00af0,27,37,train
ice swimming,ZS-91eKmDHA,51,61,train
playing mahjong,ZS45cuU_BeE,0,10,train
pulling rope (game),ZSGpyb18fVA,16,26,train
putting on sari,ZSIZV71Clgk,32,42,train
scrubbing face,ZSJG6xVcNH0,417,427,train
baby waking up,ZSLVGITI8tA,112,122,train
testifying,ZSYX3bVWm2g,0,10,train
seasoning food,ZTRybiLzJDU,272,282,train
putting on sari,ZTT2T62lai0,334,344,train
scrapbooking,ZTi8NPvV6Co,98,108,train
playing road hockey,ZTlsYzgmz94,13,23,train
brushing floor,ZU4W4VprUbQ,34,44,train
playing shuffleboard,ZUXae1634mc,131,141,train
tossing salad,ZVIbBxHdCWg,519,529,train
playing road hockey,ZVYd189_2H4,23,33,train
twiddling fingers,ZWEuJpYfbIQ,72,82,train
opening coconuts,ZWcMkunXKCU,72,82,train
assembling bicycle,ZWh7i8yEkRs,2,12,train
capsizing,ZWoxewi8s_4,30,40,train
square dancing,ZXDKoFHQD5c,0,10,train
brushing floor,ZXXlx_BuJJk,0,10,train
pouring wine,ZXZ5cfYEpOc,0,10,train
milking goat,ZYI8s3DkGhs,0,10,train
seasoning food,ZYqVXlNh1eI,39,49,train
entering church,ZZEM5_Z-tuM,0,10,train
using atm,ZZh0Kr-7bdU,0,10,train
changing gear in car,ZZvsF9GXzeY,34,44,train
eating nachos,Z_ODdiCvH3k,177,187,train
gospel singing in church,Z_QFT6Y9zSU,15,25,train
blending fruit,Z_qu0YBOkwI,11,21,train
decoupage,Z_t3vA7dJk0,1194,1204,train
adjusting glasses,ZaKFXo9iRr0,10,20,train
scrapbooking,ZaRdWbIWTE0,0,10,train
stacking dice,ZadE0sjD53E,0,10,train
pouring wine,ZbXpHZW-mNA,11,21,train
filling cake,ZbYrt39_w7Y,33,43,train
testifying,Zbu52DDz4nA,1198,1208,train
putting on sari,ZcHr2vKlEIg,37,47,train
playing rounders,ZcswSbnHc1w,14,24,train
sausage making,ZdD1Y9EZSlU,188,198,train
passing American football (in game),ZeCXeTmbWV0,1,11,train
sucking lolly,Zet2aADiH8E,273,283,train
steer roping,Zeu9w-3INnU,0,10,train
putting wallpaper on wall,ZfX844m8Orc,132,142,train
pouring milk,Zfb9JNtfwvo,0,10,train
ski ballet,ZfbaJmgLKSg,75,85,train
decoupage,ZfkXD2QxOXo,170,180,train
making slime,Zfv_-FCYdBA,0,10,train
filling eyebrows,ZgEZkvupX7A,34,44,train
carrying weight,ZgP9co5OSaA,0,10,train
filling cake,ZglRb_BgrDg,0,10,train
baby waking up,ZgtPt5JLGeE,17,27,train
sieving,ZhyQxEj1Hfw,213,223,train
playing shuffleboard,Zi1QY-YMTic,0,10,train
carving marble,Zi3DBpd3mRk,0,10,train
swimming with sharks,ZiNHC76vQig,56,66,train
base jumping,ZiPevdT3k1U,0,10,train
peeling banana,ZjQIfgrpRbQ,273,283,train
saluting,ZjsXs30lPRw,30,40,train
pouring wine,Zkiwcc02Pvk,108,118,train
poaching eggs,Zkuiq_KbxtY,108,118,train
brushing floor,ZlY3WavvjhA,277,287,train
listening with headphones,ZlZxlv7OJlM,126,136,train
playing shuffleboard,Zli9-iFdsUE,425,435,train
tasting wine,ZlqtShFBReI,15,25,train
sausage making,ZmJJS55q2Sg,30,40,train
waxing armpits,ZmsqPD7-zb4,206,216,train
petting horse,ZnO62sZ9Dug,9,19,train
waxing armpits,ZnQJnw1rAak,363,373,train
punching person (boxing),Znd6ve7W_zU,0,10,train
spinning plates,ZnnFbFZmklY,0,10,train
baby waking up,Znrpi1cerP0,29,39,train
playing shuffleboard,Zoq6-aGqjMc,44,54,train
tossing salad,ZowchEAmBIA,52,62,train
polishing furniture,Zp5WrF7sc6Y,124,134,train
square dancing,ZpC0XH9LhjI,0,10,train
playing mahjong,ZpN48VCl-Ig,0,10,train
looking in mirror,ZpzrDbfVA1Q,96,106,train
playing road hockey,ZqpFUIv5W7s,129,139,train
twiddling fingers,ZqpsFY3ya88,0,10,train
steering car,Zqx1pjSbh3I,27,37,train
filling cake,ZriujOWWuXQ,0,10,train
squeezing orange,ZsFo9xPImSU,10,20,train
curling eyelashes,ZsRlmkBHQKw,406,416,train
using atm,ZtGlccHkRlo,0,10,train
swimming with sharks,ZtvYl_YIVJE,389,399,train
pulling rope (game),Zu7oacFzR4k,0,10,train
